08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,53.29,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Visakhapatnam,BBS,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,BBS,HWH,58.29,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,53.29,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,50.0,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,60.94,High
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,60.94,High
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,47.43,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,61.29,High
08-03-2026,Sunday,12704,Secunderabad,Howrah,Visakhapatnam,BBS,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,BBS,HWH,50.0,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Visakhapatnam,BBS,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,BBS,HWH,61.0,High
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Visakhapatnam,BBS,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,BBS,HWH,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Visakhapatnam,BBS,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,BBS,HWH,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,53.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,60.0,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Visakhapatnam,BBS,57.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,BBS,HWH,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,0.0,Low
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,7.71,Low
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,47.29,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,60.0,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,52.71,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,46.14,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,47.43,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Secunderabad,Guntur,58.57,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Guntur,Vijayawada,61.29,High
08-03-2026,Sunday,12704,Secunderabad,Howrah,Vijayawada,Visakhapatnam,60.0,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,Visakhapatnam,BBS,50.0,Medium
08-03-2026,Sunday,12704,Secunderabad,Howrah,BBS,HWH,58.57,Medium
